# Andrassy 2022 (A&A 659 A193) idealized O-shell convection IC
# 2D slab for cart_ale2, y ∈ [1, 3], Lx = 2.0
# Variable-g in original paper; this slab uses mean g = 0.875690
# γ_eos = 1.6666666666666667, piecewise effective d ln p/d ln ρ: 1.667→1.300 at y=2
# μ: 1.848 (conv) → 1.802 (stable) via η₁ ramp
# Heating: q̇₀=3.795720e-04, L_tot=1.208215e-04, y∈[1.0, 1.125]
# Ly_cm Lx_cm g_y gamma rho_top P_top T_top mu
2.0000000000e+00 2.0000000000e+00 8.7568955454e-01 1.6666666667e+00 4.3137519468e-02 6.1956999794e-03 2.5881533061e-01 1.8480000000e+00
# y_cm rho P T g_y(optional) qdot(optional)
8.6328125000e-01 3.2317987073e-01 9.1318426981e-02 5.2217501257e-01 6.4993289887e-01 0.0000000000e+00
8.6718750000e-01 3.2144146414e-01 9.0501215685e-02 5.2030078643e-01 6.4823372824e-01 0.0000000000e+00
8.7109375000e-01 3.1971071365e-01 8.9690525158e-02 5.1843145511e-01 6.4654253702e-01 0.0000000000e+00
8.7500000000e-01 3.1798757918e-01 8.8886303263e-02 5.1656699565e-01 6.4485927119e-01 0.0000000000e+00
8.7890625000e-01 3.1627202096e-01 8.8088498342e-02 5.1470738525e-01 6.4318387722e-01 0.0000000000e+00
8.8281250000e-01 3.1456399955e-01 8.7297059213e-02 5.1285260124e-01 6.4151630203e-01 0.0000000000e+00
8.8671875000e-01 3.1286347577e-01 8.6511935158e-02 5.1100262113e-01 6.3985649305e-01 0.0000000000e+00
8.9062500000e-01 3.1117041074e-01 8.5733075927e-02 5.0915742257e-01 6.3820439812e-01 0.0000000000e+00
8.9453125000e-01 3.0948476589e-01 8.4960431725e-02 5.0731698336e-01 6.3655996558e-01 0.0000000000e+00
8.9843750000e-01 3.0780650293e-01 8.4193953213e-02 5.0548128144e-01 6.3492314419e-01 0.0000000000e+00
9.0234375000e-01 3.0613558384e-01 8.3433591498e-02 5.0365029492e-01 6.3329388317e-01 0.0000000000e+00
9.0625000000e-01 3.0447197090e-01 8.2679298132e-02 5.0182400204e-01 6.3167213219e-01 0.0000000000e+00
9.1015625000e-01 3.0281562668e-01 8.1931025107e-02 5.0000238118e-01 6.3005784134e-01 0.0000000000e+00
9.1406250000e-01 3.0116651399e-01 8.1188724846e-02 4.9818541088e-01 6.2845096116e-01 0.0000000000e+00
9.1796875000e-01 2.9952459596e-01 8.0452350204e-02 4.9637306980e-01 6.2685144261e-01 0.0000000000e+00
9.2187500000e-01 2.9788983597e-01 7.9721854460e-02 4.9456533676e-01 6.2525923707e-01 0.0000000000e+00
9.2578125000e-01 2.9626219766e-01 7.8997191313e-02 4.9276219071e-01 6.2367429634e-01 0.0000000000e+00
9.2968750000e-01 2.9464164497e-01 7.8278314878e-02 4.9096361075e-01 6.2209657265e-01 0.0000000000e+00
9.3359375000e-01 2.9302814208e-01 7.7565179681e-02 4.8916957611e-01 6.2052601861e-01 0.0000000000e+00
9.3750000000e-01 2.9142165345e-01 7.6857740655e-02 4.8738006614e-01 6.1896258727e-01 0.0000000000e+00
9.4140625000e-01 2.8982186224e-01 7.6155953307e-02 4.8556643123e-01 6.1740623205e-01 0.0000000000e+00
9.4531250000e-01 2.8822734059e-01 7.5459775561e-02 4.8370260908e-01 6.1585690679e-01 0.0000000000e+00
9.4921875000e-01 2.8663642197e-01 7.4769169525e-02 4.8179284064e-01 6.1431456572e-01 0.0000000000e+00
9.5312500000e-01 2.8504749147e-01 7.4084101503e-02 4.7984184880e-01 6.1277916344e-01 0.0000000000e+00
9.5703125000e-01 2.8345899153e-01 7.3404541824e-02 4.7785480257e-01 6.1125065497e-01 0.0000000000e+00
9.6093750000e-01 2.8186942815e-01 7.2730464653e-02 4.7583727618e-01 6.0972899567e-01 0.0000000000e+00
9.6484375000e-01 2.8027737776e-01 7.2061847801e-02 4.7379520322e-01 6.0821414130e-01 0.0000000000e+00
9.6875000000e-01 2.7868149488e-01 7.1398672509e-02 4.7173482600e-01 6.0670604800e-01 0.0000000000e+00
9.7265625000e-01 2.7708052058e-01 7.0740923217e-02 4.6966264041e-01 6.0520467226e-01 0.0000000000e+00
9.7656250000e-01 2.7547329199e-01 7.0088587326e-02 4.6758533648e-01 6.0370997094e-01 0.0000000000e+00
9.8046875000e-01 2.7385875253e-01 6.9441654919e-02 4.6550973503e-01 6.0222190128e-01 0.0000000000e+00
9.8437500000e-01 2.7223596329e-01 6.8800118484e-02 4.6344272084e-01 6.0074042086e-01 0.0000000000e+00
9.8828125000e-01 2.7060411502e-01 6.8163972589e-02 4.6139117275e-01 5.9926548761e-01 0.0000000000e+00
9.9218750000e-01 2.6896254092e-01 6.7533213554e-02 4.5936189132e-01 5.9779705983e-01 0.0000000000e+00
9.9609375000e-01 2.6731072987e-01 6.6907839078e-02 4.5736152464e-01 5.9633509614e-01 0.0000000000e+00
1.0000000000e+00 2.6564833979e-01 6.6287847855e-02 4.5539649309e-01 5.9487955553e-01 0.0000000000e+00
1.0039062500e+00 2.6397521079e-01 6.5673239151e-02 4.5347291407e-01 5.9343039730e-01 0.0000000000e+00
1.0078125000e+00 2.6229137762e-01 6.5064012366e-02 4.5159652743e-01 5.9198758113e-01 0.0000000000e+00
1.0117187500e+00 2.6059708080e-01 6.4460166567e-02 4.4977262314e-01 5.9055106699e-01 0.0000000000e+00
1.0156250000e+00 2.5889277594e-01 6.3861700007e-02 4.4800597218e-01 5.8912081521e-01 0.0000000000e+00
1.0195312500e+00 2.5717914040e-01 6.3268609633e-02 4.4630076229e-01 5.8769678641e-01 0.0000000000e+00
1.0234375000e+00 2.5545707670e-01 6.2680890581e-02 4.4466053995e-01 5.8627894158e-01 0.0000000000e+00
1.0273437500e+00 2.5372771190e-01 6.2098535682e-02 4.4308816019e-01 5.8486724199e-01 0.0000000000e+00
1.0312500000e+00 2.5199239246e-01 6.1521534976e-02 4.4158574579e-01 5.8346164925e-01 0.0000000000e+00
1.0351562500e+00 2.5025267383e-01 6.0949875249e-02 4.4015465711e-01 5.8206212526e-01 0.0000000000e+00
1.0390625000e+00 2.4851030479e-01 6.0383539607e-02 4.3879547399e-01 5.8066863227e-01 0.0000000000e+00
1.0429687500e+00 2.4676720602e-01 5.9822507097e-02 4.3750799042e-01 5.7928113278e-01 0.0000000000e+00
1.0468750000e+00 2.4502544343e-01 5.9266752386e-02 4.3629122267e-01 5.7789958966e-01 0.0000000000e+00
1.0507812500e+00 2.4328719650e-01 5.8716245513e-02 4.3514343080e-01 5.7652396602e-01 0.0000000000e+00
1.0546875000e+00 2.4155472249e-01 5.8170951711e-02 4.3406215325e-01 5.7515422530e-01 0.0000000000e+00
1.0585937500e+00 2.3983031742e-01 5.7630831329e-02 4.3304425337e-01 5.7379033123e-01 0.0000000000e+00
1.0625000000e+00 2.3811627539e-01 5.7095839832e-02 4.3208597652e-01 5.7243224783e-01 0.0000000000e+00
1.0664062500e+00 2.3641446410e-01 5.6565928113e-02 4.3115721725e-01 5.7107993942e-01 0.0000000000e+00
1.0703125000e+00 2.3472517147e-01 5.6041045003e-02 4.3023065001e-01 5.6973337058e-01 0.0000000000e+00
1.0742187500e+00 2.3304829617e-01 5.5521139683e-02 4.2930626549e-01 5.6839250620e-01 0.0000000000e+00
1.0781250000e+00 2.3138373782e-01 5.5006161900e-02 4.2838405446e-01 5.6705731143e-01 0.0000000000e+00
1.0820312500e+00 2.2973139697e-01 5.4496061959e-02 4.2746400774e-01 5.6572775172e-01 0.0000000000e+00
1.0859375000e+00 2.2809117508e-01 5.3990790715e-02 4.2654611620e-01 5.6440379277e-01 0.0000000000e+00
1.0898437500e+00 2.2646297454e-01 5.3490299566e-02 4.2563037077e-01 5.6308540057e-01 0.0000000000e+00
1.0937500000e+00 2.2484669864e-01 5.2994540450e-02 4.2471676244e-01 5.6177254138e-01 0.0000000000e+00
1.0976562500e+00 2.2324225156e-01 5.2503465832e-02 4.2380528224e-01 5.6046518171e-01 0.0000000000e+00
1.1015625000e+00 2.2164953836e-01 5.2017028703e-02 4.2289592127e-01 5.5916328835e-01 0.0000000000e+00
1.1054687500e+00 2.2006846497e-01 5.1535182572e-02 4.2198867068e-01 5.5786682835e-01 0.0000000000e+00
1.1093750000e+00 2.1849893822e-01 5.1057881457e-02 4.2108352167e-01 5.5657576902e-01 0.0000000000e+00
1.1132812500e+00 2.1694086574e-01 5.0585079884e-02 4.2018046549e-01 5.5529007791e-01 0.0000000000e+00
1.1171875000e+00 2.1539415605e-01 5.0116732875e-02 4.1927949345e-01 5.5400972285e-01 0.0000000000e+00
1.1210937500e+00 2.1385871849e-01 4.9652795945e-02 4.1838059690e-01 5.5273467191e-01 0.0000000000e+00
1.1250000000e+00 2.1233446323e-01 4.9193225098e-02 4.1748376726e-01 5.5146489340e-01 0.0000000000e+00
1.1289062500e+00 2.1082130126e-01 4.8737976816e-02 4.1658899598e-01 5.5020035589e-01 0.0000000000e+00
1.1328125000e+00 2.0931914438e-01 4.8287008057e-02 4.1569627458e-01 5.4894102820e-01 0.0000000000e+00
1.1367187500e+00 2.0782790521e-01 4.7840276248e-02 4.1480559462e-01 5.4768687937e-01 0.0000000000e+00
1.1406250000e+00 2.0634749713e-01 4.7397739279e-02 4.1391694771e-01 5.4643787870e-01 0.0000000000e+00
1.1445312500e+00 2.0487783434e-01 4.6959355498e-02 4.1303032552e-01 5.4519399572e-01 0.0000000000e+00
1.1484375000e+00 2.0341883179e-01 4.6525083706e-02 4.1214571976e-01 5.4395520019e-01 0.0000000000e+00
1.1523437500e+00 2.0197040522e-01 4.6094883150e-02 4.1126312218e-01 5.4272146212e-01 0.0000000000e+00
1.1562500000e+00 2.0053247112e-01 4.5668713518e-02 4.1038252459e-01 5.4149275173e-01 0.0000000000e+00
1.1601562500e+00 1.9910494673e-01 4.5246534935e-02 4.0950391886e-01 5.4026903949e-01 0.0000000000e+00
1.1640625000e+00 1.9768775006e-01 4.4828307955e-02 4.0862729689e-01 5.3905029607e-01 0.0000000000e+00
1.1679687500e+00 1.9628079983e-01 4.4413993560e-02 4.0775265062e-01 5.3783649239e-01 0.0000000000e+00
1.1718750000e+00 1.9488401549e-01 4.4003553152e-02 4.0687997207e-01 5.3662759958e-01 0.0000000000e+00
1.1757812500e+00 1.9349731724e-01 4.3596948548e-02 4.0600925327e-01 5.3542358900e-01 0.0000000000e+00
1.1796875000e+00 1.9212062597e-01 4.3194141974e-02 4.0514048632e-01 5.3422443220e-01 0.0000000000e+00
1.1835937500e+00 1.9075386328e-01 4.2795096064e-02 4.0427366335e-01 5.3303010099e-01 0.0000000000e+00
1.1875000000e+00 1.8939695148e-01 4.2399773852e-02 4.0340877655e-01 5.3184056735e-01 0.0000000000e+00
1.1914062500e+00 1.8804981357e-01 4.2008138767e-02 4.0254581816e-01 5.3065580351e-01 0.0000000000e+00
1.1953125000e+00 1.8671237323e-01 4.1620154632e-02 4.0168478043e-01 5.2947578189e-01 0.0000000000e+00
1.1992187500e+00 1.8538455483e-01 4.1235785653e-02 4.0082565570e-01 5.2830047511e-01 0.0000000000e+00
1.2031250000e+00 1.8406628339e-01 4.0854996420e-02 3.9996843633e-01 5.2712985602e-01 0.0000000000e+00
1.2070312500e+00 1.8275748463e-01 4.0477751902e-02 3.9911311472e-01 5.2596389765e-01 0.0000000000e+00
1.2109375000e+00 1.8145808489e-01 4.0104017438e-02 3.9825968332e-01 5.2480257325e-01 0.0000000000e+00
1.2148437500e+00 1.8016801118e-01 3.9733758738e-02 3.9740813464e-01 5.2364585626e-01 0.0000000000e+00
1.2187500000e+00 1.7888719117e-01 3.9366941874e-02 3.9655846119e-01 5.2249372033e-01 0.0000000000e+00
1.2226562500e+00 1.7761555314e-01 3.9003533281e-02 3.9571065558e-01 5.2134613930e-01 0.0000000000e+00
1.2265625000e+00 1.7635302601e-01 3.8643499747e-02 3.9486471041e-01 5.2020308720e-01 0.0000000000e+00
1.2304687500e+00 1.7509953933e-01 3.8286808414e-02 3.9402061835e-01 5.1906453825e-01 0.0000000000e+00
1.2343750000e+00 1.7385502328e-01 3.7933426769e-02 3.9317837211e-01 5.1793046689e-01 0.0000000000e+00
1.2382812500e+00 1.7261940863e-01 3.7583322644e-02 3.9233796444e-01 5.1680084771e-01 0.0000000000e+00
1.2421875000e+00 1.7139262677e-01 3.7236464210e-02 3.9149938812e-01 5.1567565552e-01 0.0000000000e+00
1.2460937500e+00 1.7017460968e-01 3.6892819974e-02 3.9066263598e-01 5.1455486529e-01 0.0000000000e+00
1.2500000000e+00 1.6896528995e-01 3.6552358774e-02 3.8982770089e-01 5.1343845220e-01 0.0000000000e+00
1.2539062500e+00 1.6776460074e-01 3.6215049775e-02 3.8899457577e-01 5.1232639160e-01 0.0000000000e+00
1.2578125000e+00 1.6657247582e-01 3.5880862467e-02 3.8816325355e-01 5.1121865902e-01 0.0000000000e+00
1.2617187500e+00 1.6538884949e-01 3.5549766658e-02 3.8733372724e-01 5.1011523017e-01 0.0000000000e+00
1.2656250000e+00 1.6421365667e-01 3.5221732476e-02 3.8650598986e-01 5.0901608093e-01 0.0000000000e+00
1.2695312500e+00 1.6304683282e-01 3.4896730357e-02 3.8568003447e-01 5.0792118739e-01 0.0000000000e+00
1.2734375000e+00 1.6188831396e-01 3.4574731051e-02 3.8485585419e-01 5.0683052576e-01 0.0000000000e+00
1.2773437500e+00 1.6073803667e-01 3.4255705609e-02 3.8403344216e-01 5.0574407248e-01 0.0000000000e+00
1.2812500000e+00 1.5959593806e-01 3.3939625387e-02 3.8321279156e-01 5.0466180413e-01 0.0000000000e+00
1.2851562500e+00 1.5846195582e-01 3.3626462038e-02 3.8239389561e-01 5.0358369745e-01 0.0000000000e+00
1.2890625000e+00 1.5733602814e-01 3.3316187511e-02 3.8157674757e-01 5.0250972938e-01 0.0000000000e+00
1.2929687500e+00 1.5621809376e-01 3.3008774045e-02 3.8076134074e-01 5.0143987700e-01 0.0000000000e+00
1.2968750000e+00 1.5510809195e-01 3.2704194170e-02 3.7994766845e-01 5.0037411758e-01 0.0000000000e+00
1.3007812500e+00 1.5400596248e-01 3.2402420698e-02 3.7913572407e-01 4.9931242853e-01 0.0000000000e+00
1.3046875000e+00 1.5291164567e-01 3.2103426724e-02 3.7832550100e-01 4.9825478743e-01 0.0000000000e+00
1.3085937500e+00 1.5182508232e-01 3.1807185623e-02 3.7751699269e-01 4.9720117204e-01 0.0000000000e+00
1.3125000000e+00 1.5074621375e-01 3.1513671042e-02 3.7671019262e-01 4.9615156025e-01 0.0000000000e+00
1.3164062500e+00 1.4967498178e-01 3.1222856904e-02 3.7590509431e-01 4.9510593012e-01 0.0000000000e+00
1.3203125000e+00 1.4861132873e-01 3.0934717398e-02 3.7510169129e-01 4.9406425988e-01 0.0000000000e+00
1.3242187500e+00 1.4755519740e-01 3.0649226980e-02 3.7429997716e-01 4.9302652790e-01 0.0000000000e+00
1.3281250000e+00 1.4650653110e-01 3.0366360369e-02 3.7349994553e-01 4.9199271272e-01 0.0000000000e+00
1.3320312500e+00 1.4546527359e-01 3.0086092545e-02 3.7270159007e-01 4.9096279300e-01 0.0000000000e+00
1.3359375000e+00 1.4443136913e-01 2.9808398744e-02 3.7190490446e-01 4.8993674759e-01 0.0000000000e+00
1.3398437500e+00 1.4340476244e-01 2.9533254455e-02 3.7110988242e-01 4.8891455547e-01 0.0000000000e+00
1.3437500000e+00 1.4238539872e-01 2.9260635421e-02 3.7031651772e-01 4.8789619577e-01 0.0000000000e+00
1.3476562500e+00 1.4137322363e-01 2.8990517631e-02 3.6952480414e-01 4.8688164777e-01 0.0000000000e+00
1.3515625000e+00 1.4036818327e-01 2.8722877321e-02 3.6873473551e-01 4.8587089090e-01 0.0000000000e+00
1.3554687500e+00 1.3937022423e-01 2.8457690970e-02 3.6794630568e-01 4.8486390473e-01 0.0000000000e+00
1.3593750000e+00 1.3837929352e-01 2.8194935296e-02 3.6715950856e-01 4.8386066897e-01 0.0000000000e+00
1.3632812500e+00 1.3739533860e-01 2.7934587254e-02 3.6637433805e-01 4.8286116348e-01 0.0000000000e+00
1.3671875000e+00 1.3641830739e-01 2.7676624036e-02 3.6559078813e-01 4.8186536826e-01 0.0000000000e+00
1.3710937500e+00 1.3544814822e-01 2.7421023065e-02 3.6480885278e-01 4.8087326345e-01 0.0000000000e+00
1.3750000000e+00 1.3448480988e-01 2.7167761992e-02 3.6402852601e-01 4.7988482933e-01 0.0000000000e+00
1.3789062500e+00 1.3352824156e-01 2.6916818698e-02 3.6324980189e-01 4.7890004630e-01 0.0000000000e+00
1.3828125000e+00 1.3257839290e-01 2.6668171285e-02 3.6247267450e-01 4.7791889492e-01 0.0000000000e+00
1.3867187500e+00 1.3163521396e-01 2.6421798081e-02 3.6169713795e-01 4.7694135589e-01 0.0000000000e+00
1.3906250000e+00 1.3069865518e-01 2.6177677628e-02 3.6092318639e-01 4.7596741001e-01 0.0000000000e+00
1.3945312500e+00 1.2976866747e-01 2.5935788691e-02 3.6015081401e-01 4.7499703825e-01 0.0000000000e+00
1.3984375000e+00 1.2884520209e-01 2.5696110245e-02 3.5938001501e-01 4.7403022168e-01 0.0000000000e+00
1.4023437500e+00 1.2792821075e-01 2.5458621479e-02 3.5861078362e-01 4.7306694153e-01 0.0000000000e+00
1.4062500000e+00 1.2701764554e-01 2.5223301793e-02 3.5784311413e-01 4.7210717914e-01 0.0000000000e+00
1.4101562500e+00 1.2611345895e-01 2.4990130792e-02 3.5707700083e-01 4.7115091598e-01 0.0000000000e+00
1.4140625000e+00 1.2521560386e-01 2.4759088288e-02 3.5631243806e-01 4.7019813366e-01 0.0000000000e+00
1.4179687500e+00 1.2432403354e-01 2.4530154295e-02 3.5554942017e-01 4.6924881390e-01 0.0000000000e+00
1.4218750000e+00 1.2343870166e-01 2.4303309029e-02 3.5478794155e-01 4.6830293856e-01 0.0000000000e+00
1.4257812500e+00 1.2255956225e-01 2.4078532903e-02 3.5402799663e-01 4.6736048961e-01 0.0000000000e+00
1.4296875000e+00 1.2168656974e-01 2.3855806528e-02 3.5326957985e-01 4.6642144916e-01 0.0000000000e+00
1.4335937500e+00 1.2081967891e-01 2.3635110708e-02 3.5251268569e-01 4.6548579942e-01 0.0000000000e+00
1.4375000000e+00 1.1995884493e-01 2.3416426438e-02 3.5175730865e-01 4.6455352275e-01 0.0000000000e+00
1.4414062500e+00 1.1910402334e-01 2.3199734906e-02 3.5100344328e-01 4.6362460160e-01 0.0000000000e+00
1.4453125000e+00 1.1825517003e-01 2.2985017485e-02 3.5025108413e-01 4.6269901856e-01 0.0000000000e+00
1.4492187500e+00 1.1741224127e-01 2.2772255735e-02 3.4950022580e-01 4.6177675632e-01 0.0000000000e+00
1.4531250000e+00 1.1657519366e-01 2.2561431400e-02 3.4875086291e-01 4.6085779771e-01 0.0000000000e+00
1.4570312500e+00 1.1574398418e-01 2.2352526405e-02 3.4800299010e-01 4.5994212566e-01 0.0000000000e+00
1.4609375000e+00 1.1491857016e-01 2.2145522855e-02 3.4725660205e-01 4.5902972322e-01 0.0000000000e+00
1.4648437500e+00 1.1409890925e-01 2.1940403033e-02 3.4651169346e-01 4.5812057355e-01 0.0000000000e+00
1.4687500000e+00 1.1328495948e-01 2.1737149399e-02 3.4576825906e-01 4.5721465992e-01 0.0000000000e+00
1.4726562500e+00 1.1247667920e-01 2.1535744584e-02 3.4502629361e-01 4.5631196574e-01 0.0000000000e+00
1.4765625000e+00 1.1167402710e-01 2.1336171394e-02 3.4428579189e-01 4.5541247448e-01 0.0000000000e+00
1.4804687500e+00 1.1087696221e-01 2.1138412805e-02 3.4354674871e-01 4.5451616978e-01 0.0000000000e+00
1.4843750000e+00 1.1008544389e-01 2.0942451959e-02 3.4280915892e-01 4.5362303533e-01 0.0000000000e+00
1.4882812500e+00 1.0929943184e-01 2.0748272166e-02 3.4207301736e-01 4.5273305499e-01 0.0000000000e+00
1.4921875000e+00 1.0851888605e-01 2.0555856902e-02 3.4133831894e-01 4.5184621267e-01 0.0000000000e+00
1.4960937500e+00 1.0774376688e-01 2.0365189805e-02 3.4060505857e-01 4.5096249243e-01 0.0000000000e+00
1.5000000000e+00 1.0697403498e-01 2.0176254673e-02 3.3987323118e-01 4.5008187840e-01 0.0000000000e+00
1.5039062500e+00 1.0620965131e-01 1.9989035464e-02 3.3914283175e-01 4.4920435486e-01 0.0000000000e+00
1.5078125000e+00 1.0545057718e-01 1.9803516296e-02 3.3841385527e-01 4.4832990614e-01 0.0000000000e+00
1.5117187500e+00 1.0469677418e-01 1.9619681440e-02 3.3768629676e-01 4.4745851673e-01 0.0000000000e+00
1.5156250000e+00 1.0394820421e-01 1.9437515324e-02 3.3696015126e-01 4.4659017117e-01 0.0000000000e+00
1.5195312500e+00 1.0320482949e-01 1.9257002527e-02 3.3623541383e-01 4.4572485414e-01 0.0000000000e+00
1.5234375000e+00 1.0246661253e-01 1.9078127779e-02 3.3551207958e-01 4.4486255039e-01 0.0000000000e+00
1.5273437500e+00 1.0173351615e-01 1.8900875960e-02 3.3479014361e-01 4.4400324481e-01 0.0000000000e+00
1.5312500000e+00 1.0100550345e-01 1.8725232100e-02 3.3406960108e-01 4.4314692235e-01 0.0000000000e+00
1.5351562500e+00 1.0028253785e-01 1.8551181371e-02 3.3335044714e-01 4.4229356808e-01 0.0000000000e+00
1.5390625000e+00 9.9564583033e-02 1.8378709094e-02 3.3263267699e-01 4.4144316716e-01 0.0000000000e+00
1.5429687500e+00 9.8851602997e-02 1.8207800730e-02 3.3191628584e-01 4.4059570485e-01 0.0000000000e+00
1.5468750000e+00 9.8143562011e-02 1.8038441884e-02 3.3120126893e-01 4.3975116650e-01 0.0000000000e+00
1.5507812500e+00 9.7440424631e-02 1.7870618300e-02 3.3048762152e-01 4.3890953757e-01 0.0000000000e+00
1.5546875000e+00 9.6742155695e-02 1.7704315860e-02 3.2977533890e-01 4.3807080359e-01 0.0000000000e+00
1.5585937500e+00 9.6048720319e-02 1.7539520586e-02 3.2906441638e-01 4.3723495021e-01 0.0000000000e+00
1.5625000000e+00 9.5360083895e-02 1.7376218632e-02 3.2835484928e-01 4.3640196316e-01 0.0000000000e+00
1.5664062500e+00 9.4676212090e-02 1.7214396290e-02 3.2764663298e-01 4.3557182826e-01 0.0000000000e+00
1.5703125000e+00 9.3997070842e-02 1.7054039982e-02 3.2693976283e-01 4.3474453143e-01 0.0000000000e+00
1.5742187500e+00 9.3322626355e-02 1.6895136264e-02 3.2623423425e-01 4.3392005868e-01 0.0000000000e+00
1.5781250000e+00 9.2652845103e-02 1.6737671820e-02 3.2553004266e-01 4.3309839609e-01 0.0000000000e+00
1.5820312500e+00 9.1987693822e-02 1.6581633463e-02 3.2482718350e-01 4.3227952986e-01 0.0000000000e+00
1.5859375000e+00 9.1327139509e-02 1.6427008136e-02 3.2412565225e-01 4.3146344626e-01 0.0000000000e+00
1.5898437500e+00 9.0671149423e-02 1.6273782905e-02 3.2342544439e-01 4.3065013165e-01 0.0000000000e+00
1.5937500000e+00 9.0019691076e-02 1.6121944963e-02 3.2272655544e-01 4.2983957248e-01 0.0000000000e+00
1.5976562500e+00 8.9372732238e-02 1.5971481623e-02 3.2202898093e-01 4.2903175529e-01 0.0000000000e+00
1.6015625000e+00 8.8730240929e-02 1.5822380325e-02 3.2133271642e-01 4.2822666670e-01 0.0000000000e+00
1.6054687500e+00 8.8092185421e-02 1.5674628627e-02 3.2063775749e-01 4.2742429342e-01 0.0000000000e+00
1.6093750000e+00 8.7458534233e-02 1.5528214206e-02 3.1994409974e-01 4.2662462223e-01 0.0000000000e+00
1.6132812500e+00 8.6829256129e-02 1.5383124859e-02 3.1925173878e-01 4.2582764002e-01 0.0000000000e+00
1.6171875000e+00 8.6204320118e-02 1.5239348500e-02 3.1856067027e-01 4.2503333374e-01 0.0000000000e+00
1.6210937500e+00 8.5583695449e-02 1.5096873158e-02 3.1787088987e-01 4.2424169044e-01 0.0000000000e+00
1.6250000000e+00 8.4967351610e-02 1.4955686977e-02 3.1718239325e-01 4.2345269723e-01 0.0000000000e+00
1.6289062500e+00 8.4355258328e-02 1.4815778214e-02 3.1649517613e-01 4.2266634133e-01 0.0000000000e+00
1.6328125000e+00 8.3747385563e-02 1.4677135241e-02 3.1580923423e-01 4.2188261002e-01 0.0000000000e+00
1.6367187500e+00 8.3143703508e-02 1.4539746537e-02 3.1512456331e-01 4.2110149066e-01 0.0000000000e+00
1.6406250000e+00 8.2544182590e-02 1.4403600695e-02 3.1444115912e-01 4.2032297070e-01 0.0000000000e+00
1.6445312500e+00 8.1948793460e-02 1.4268686413e-02 3.1375901745e-01 4.1954703766e-01 0.0000000000e+00
1.6484375000e+00 8.1357506999e-02 1.4134992501e-02 3.1307813411e-01 4.1877367914e-01 0.0000000000e+00
1.6523437500e+00 8.0770294312e-02 1.4002507873e-02 3.1239850494e-01 4.1800288283e-01 0.0000000000e+00
1.6562500000e+00 8.0187126728e-02 1.3871221548e-02 3.1172012577e-01 4.1723463647e-01 0.0000000000e+00
1.6601562500e+00 7.9607975794e-02 1.3741122651e-02 3.1104299248e-01 4.1646892791e-01 0.0000000000e+00
1.6640625000e+00 7.9032813278e-02 1.3612200409e-02 3.1036710095e-01 4.1570574506e-01 0.0000000000e+00
1.6679687500e+00 7.8461611167e-02 1.3484444154e-02 3.0969244710e-01 4.1494507588e-01 0.0000000000e+00
1.6718750000e+00 7.7894341658e-02 1.3357843316e-02 3.0901902684e-01 4.1418690845e-01 0.0000000000e+00
1.6757812500e+00 7.7330977167e-02 1.3232387427e-02 3.0834683612e-01 4.1343123090e-01 0.0000000000e+00
1.6796875000e+00 7.6771490318e-02 1.3108066118e-02 3.0767587091e-01 4.1267803143e-01 0.0000000000e+00
1.6835937500e+00 7.6215853944e-02 1.2984869118e-02 3.0700612719e-01 4.1192729832e-01 0.0000000000e+00
1.6875000000e+00 7.5664041089e-02 1.2862786252e-02 3.0633760097e-01 4.1117901992e-01 0.0000000000e+00
1.6914062500e+00 7.5116025001e-02 1.2741807444e-02 3.0567028826e-01 4.1043318466e-01 0.0000000000e+00
1.6953125000e+00 7.4571779131e-02 1.2621922712e-02 3.0500418511e-01 4.0968978103e-01 0.0000000000e+00
1.6992187500e+00 7.4031277136e-02 1.2503122165e-02 3.0433928758e-01 4.0894879760e-01 0.0000000000e+00
1.7031250000e+00 7.3494492869e-02 1.2385396011e-02 3.0367559174e-01 4.0821022299e-01 0.0000000000e+00
1.7070312500e+00 7.2961400387e-02 1.2268734546e-02 3.0301309369e-01 4.0747404593e-01 0.0000000000e+00
1.7109375000e+00 7.2431973940e-02 1.2153128159e-02 3.0235178955e-01 4.0674025517e-01 0.0000000000e+00
1.7148437500e+00 7.1906187976e-02 1.2038567328e-02 3.0169167545e-01 4.0600883957e-01 0.0000000000e+00
1.7187500000e+00 7.1384017136e-02 1.1925042624e-02 3.0103274754e-01 4.0527978804e-01 0.0000000000e+00
1.7226562500e+00 7.0865436253e-02 1.1812544703e-02 3.0037500198e-01 4.0455308954e-01 0.0000000000e+00
1.7265625000e+00 7.0350420351e-02 1.1701064310e-02 2.9971843497e-01 4.0382873314e-01 0.0000000000e+00
1.7304687500e+00 6.9838944643e-02 1.1590592278e-02 2.9906304271e-01 4.0310670794e-01 0.0000000000e+00
1.7343750000e+00 6.9330984530e-02 1.1481119524e-02 2.9840882142e-01 4.0238700312e-01 0.0000000000e+00
1.7382812500e+00 6.8826515597e-02 1.1372637050e-02 2.9775576734e-01 4.0166960793e-01 0.0000000000e+00
1.7421875000e+00 6.8325513613e-02 1.1265135945e-02 2.9710387673e-01 4.0095451167e-01 0.0000000000e+00
1.7460937500e+00 6.7827954532e-02 1.1158607380e-02 2.9645314586e-01 4.0024170371e-01 0.0000000000e+00
